ledger,date,entropy,hhi,max_power_ratio,total_entities,theil_index
bitcoin,2011-01-04,2.743783773541688,1712.3619442976512,0.2444352977056838,44,1.882343647221714
bitcoin,2011-11-21,2.3244495308646043,2704.5389341966024,0.3544264371952464,53,2.359106274879434
bitcoin,2012-06-08,2.1145989082277867,2985.4150712375053,0.4125737956150448,28,1.866476238921976
bitcoin,2013-01-04,2.4906651748106228,2120.1094726706283,0.2773458086381216,51,2.2054280890854985
bitcoin,2013-09-21,2.249620154180876,3594.654253511492,0.5715982871299816,57,2.483733400633249
bitcoin,2014-03-26,0.5366043167799566,8862.430537897175,0.941150708040682,87,4.09396234940226
bitcoin,2014-08-13,1.4345434685978748,5893.5982405965615,0.757741813680271,59,3.083187683256416
bitcoin,2014-12-08,2.1905032804809843,3484.578872162254,0.508452007351746,60,2.576003389349395
bitcoin,2015-06-06,2.0554649964953278,4212.483790795998,0.6195464799523283,65,2.7496475028352423
bitcoin,2015-11-13,2.729465542172889,2241.8304311868515,0.3377943443234806,64,2.266961738367013
bitcoin,2016-04-13,2.361035588954176,2950.72326595604,0.4069942291651298,72,2.640120957330779
bitcoin,2016-08-28,1.686775171937199,4295.225692508933,0.5568068839083399,65,3.00520381522885
bitcoin,2016-12-23,2.2095119299123303,3611.444803612708,0.5510833715218837,52,2.4197267539491354
bitcoin,2017-04-03,2.2875998049081443,3107.167189967655,0.471668319195035,59,2.4918940888841594
bitcoin,2017-07-17,2.605003510522785,3135.20392597668,0.5195634312615194,67,2.3990417807233366
bitcoin,2017-11-14,2.8212720937311806,2146.629278360353,0.3167369973378617,73,2.33490264378617
bitcoin,2018-03-17,2.5976351917529894,3450.3977800788657,0.5681526966535204,75,2.51694460424943
bitcoin,2018-06-22,2.7970694790276527,3102.892811074303,0.5300098157355019,76,2.39195251706804
bitcoin,2018-10-08,3.025673811407027,2300.935869376108,0.3692372649260544,79,2.272210580796175
bitcoin,2019-02-01,3.0045830870490398,2405.2624218147835,0.4122630877983813,64,2.076264787813531
bitcoin,2019-06-02,3.644463743666459,1441.9875823944185,0.2860330537982443,67,1.6785428508156153
bitcoin,2019-09-25,1.4140620307698877,6575.730364707109,0.8072526874404681,79,3.3892947427020053
bitcoin,2019-12-21,2.0287468865738894,4907.1984131205945,0.6893326695665657,71,2.8564596925428565
bitcoin,2020-04-01,1.5721004645646073,5867.20822701462,0.7572233468440269,50,2.82232600085821
bitcoin,2020-06-03,3.773189614641957,1204.2068517342425,0.2544787660640234,66,1.574278998919287
bitcoin,2020-08-19,3.814994259215172,1151.097100987913,0.2076763838475499,72,1.632313604388683
bitcoin,2020-11-11,2.552591158212336,2522.436851288685,0.3947054698457223,56,2.256030326298024
bitcoin,2021-01-29,3.351690564591713,1855.6758984001367,0.3303015797032073,63,1.819919861435416
bitcoin,2021-04-06,3.318828150182185,1543.5066164482837,0.2704506779381896,53,1.6698555384903595
bitcoin,2021-06-10,3.515385352269752,1376.3788729405658,0.2548828610335265,59,1.64085799839821
bitcoin,2021-08-29,3.713769802612446,1318.742799257118,0.2396371319337313,64,1.5846940154301918
bitcoin,2021-11-12,2.8120658567574823,2424.7081317127186,0.4177817252141576,67,2.25551709923063
bitcoin,2022-01-27,1.8409113375437949,3619.94629285497,0.4363597944418149,60,2.818322058942779
bitcoin,2022-04-13,1.5493658475576286,6117.418179792319,0.7759744745522684,64,3.084944514469232
bitcoin,2022-06-24,3.7131806936554113,1259.7542671731644,0.2550913667418522,59,1.5037567151888502
bitcoin,2022-09-23,3.711132185048572,1223.1842845694491,0.1924665082252346,63,1.5707739156398444
bitcoin,2023-01-19,2.725852745440095,2351.7615832406304,0.3566723909310262,62,2.237717239921704
bitcoin,2023-05-06,3.1766391936447484,1704.4440060753927,0.2866959118221698,55,1.805454684501396
bitcoin,2023-08-21,1.6392062906561538,4205.205483518511,0.4788114485470832,45,2.6704512710458808
bitcoin,2023-11-25,3.4127104506168577,1589.2941409313771,0.3034901592133339,52,1.5857330916688923
bitcoin,2024-03-19,2.1800022104962022,3759.166010709549,0.5654675931199453,63,2.632072340571644
bitcoin,2024-06-25,2.883118933387028,2197.498212395132,0.3509853958079437,54,1.9905582866680596
bitcoin,2024-09-12,2.7176098302172584,2388.304613643321,0.351575456053068,50,2.0283194137510616
bitcoin,2024-12-23,3.623703989810148,1328.1589788785195,0.2692610926574556,62,1.6153741813243616
bitcoin,2025-04-09,2.880971394677237,2065.910051495879,0.3411859290384236,66,2.192717542532046
bitcoin,2025-07-05,2.7591616062618844,2371.1674764031195,0.3351469688677119,60,2.1818394741324254
bitcoin,2025-10-17,2.53662430622142,3051.1986067937546,0.4887895064984893,63,2.3848807403943284
bitcoin,2026-01-17,3.891257083601929,1069.7587483940806,0.2276365565602509,63,1.4459208500589409
bitcoin,2026-03-31,2.9667851311183755,2157.100969476236,0.3623256913259277,69,2.177687755635389
