ledger,date,entropy,hhi,max_power_ratio,total_entities,theil_index
litecoin,2009-11-23,,,0.0,0,0.0
litecoin,2010-05-27,,,0.0,0,0.0
litecoin,2010-08-23,0.0,10000.0,1.0,1,0.0
litecoin,2010-11-22,0.0,10000.0,1.0,1,0.0
litecoin,2011-02-19,1.9587392367893888,3047.337278106509,0.4615384615384615,5,0.2517433330013961
litecoin,2011-04-25,0.908653933541588,6406.035665294924,0.7777777777777778,3,0.4687813765290542
litecoin,2011-05-20,0.8403586716091171,6065.08875739645,0.7307692307692307,2,0.1106549366749848
litecoin,2011-06-06,1.3716407621868585,5078.125,0.6875,4,0.4355454340689754
litecoin,2011-06-23,1.8352377453121171,2959.183673469388,0.3571428571428571,4,0.1142044922996053
litecoin,2011-07-05,0.3712323266408756,8673.469387755104,0.9285714285714286,2,0.4358285400161138
litecoin,2011-07-16,2.0131324651707385,2977.7777777777774,0.4666666666666667,5,0.2140408201073105
litecoin,2011-08-03,1.9910760598382224,2530.864197530864,0.2777777777777778,4,0.0061856039626219
litecoin,2011-09-01,1.6805260401871815,3402.70551508845,0.4516129032258064,4,0.2214424745065762
litecoin,2011-09-25,1.6372716523805362,3795.9183673469374,0.5428571428571428,4,0.251424131461599
litecoin,2011-10-20,1.0211191885631823,5776.0,0.72,3,0.3908264020998806
litecoin,2011-11-26,0.8699959791362581,6599.286563614744,0.7931034482758621,3,0.4955770286313235
litecoin,2012-01-01,1.0585374404261436,5885.714285714286,0.7428571428571429,3,0.3648900463195872
litecoin,2012-02-07,1.4690868235815293,4458.977407847801,0.6206896551724138,4,0.368000971356588
litecoin,2012-02-27,1.8136250538641672,3088.642659279779,0.4210526315789473,4,0.1291852684410643
litecoin,2012-03-25,1.7670547685299685,3904.320987654321,0.5833333333333334,5,0.3846088817325457
litecoin,2012-04-08,1.919728081444847,2767.34693877551,0.3428571428571428,4,0.0556402540246419
litecoin,2012-04-19,1.942740814944148,2714.84375,0.375,4,0.039689042682624
litecoin,2012-05-04,1.4297538056670642,4100.346020761246,0.5588235294117647,3,0.107582469375132
litecoin,2012-05-11,1.6646859361260202,4018.388318009735,0.5813953488372093,5,0.4555655492905565
litecoin,2012-05-16,1.891665584216868,3200.692041522492,0.4411764705882353,5,0.298235246171897
litecoin,2012-05-27,2.3636499906039363,2084.1551610782385,0.2564102564102564,6,0.1534021424103956
litecoin,2012-06-17,2.2360476242504768,2622.352081811541,0.4324324324324324,6,0.2418493628810729
litecoin,2012-07-03,2.0136511541897115,2739.225712198685,0.3513513513513513,5,0.2136812922762221
litecoin,2012-07-23,1.897634533272124,3181.818181818181,0.4772727272727273,5,0.2940978859633399
litecoin,2012-08-18,2.075147383628382,2530.864197530864,0.3055555555555556,5,0.1710553542257405
litecoin,2012-08-31,1.6946706548972978,3289.7959183673474,0.3714285714285714,4,0.2116381747001524
litecoin,2012-09-17,0.946686086912346,6386.71875,0.78125,3,0.4424194966494897
litecoin,2012-10-09,2.0312564036221112,2932.7781082688875,0.4634146341463415,5,0.2014782632690996
litecoin,2012-11-04,1.8270091525780328,3401.838831800974,0.4883720930232558,5,0.3430516694674216
